age,job,marital,education_qual,call_type,day,mon,dur,num_calls,prev_outcome,y
36,self-employed,single,primary,unknown,29,may,141,9,unknown,no
26,technician,single,tertiary,unknown,29,may,932,3,unknown,no
30,blue-collar,married,primary,unknown,29,may,13,1,unknown,no
28,services,single,secondary,unknown,29,may,139,3,unknown,no
35,technician,married,secondary,unknown,29,may,882,2,unknown,no
33,services,married,secondary,unknown,29,may,263,3,unknown,no
25,services,single,secondary,unknown,29,may,440,2,unknown,no
38,admin.,single,secondary,unknown,29,may,174,2,unknown,no
37,blue-collar,married,secondary,unknown,29,may,76,3,unknown,no
57,blue-collar,married,secondary,unknown,29,may,26,3,unknown,no
35,blue-collar,married,secondary,unknown,29,may,455,2,unknown,no
31,blue-collar,married,primary,unknown,29,may,180,2,unknown,no
55,services,divorced,secondary,unknown,29,may,200,2,unknown,no
51,blue-collar,married,primary,unknown,29,may,51,1,unknown,no
56,technician,married,secondary,unknown,29,may,535,2,unknown,yes
50,services,divorced,secondary,unknown,29,may,313,2,unknown,no
36,management,single,tertiary,unknown,29,may,101,1,unknown,no
40,technician,married,secondary,unknown,29,may,125,2,unknown,no
28,technician,single,secondary,unknown,29,may,364,3,unknown,no
37,admin.,single,secondary,unknown,29,may,153,1,unknown,no
44,management,married,secondary,unknown,29,may,158,1,unknown,no
36,self-employed,single,secondary,unknown,29,may,617,2,unknown,no
49,technician,married,secondary,unknown,29,may,99,1,unknown,no
38,admin.,married,secondary,unknown,29,may,165,1,unknown,no
50,blue-collar,married,primary,unknown,29,may,121,1,unknown,no
44,services,married,secondary,unknown,29,may,217,1,unknown,no
37,blue-collar,married,secondary,unknown,29,may,129,2,unknown,no
36,blue-collar,married,secondary,unknown,29,may,200,4,unknown,no
33,blue-collar,married,secondary,unknown,29,may,431,2,unknown,no
49,services,married,primary,unknown,29,may,417,2,unknown,no
45,admin.,married,primary,unknown,29,may,480,2,unknown,no
51,blue-collar,divorced,primary,unknown,29,may,331,4,unknown,no
50,management,married,unknown,unknown,29,may,359,3,unknown,no
53,blue-collar,married,unknown,unknown,29,may,332,2,unknown,no
58,blue-collar,married,primary,unknown,29,may,535,2,unknown,no
51,services,married,unknown,unknown,29,may,147,2,unknown,no
43,technician,single,secondary,unknown,29,may,13,3,unknown,no
43,technician,married,secondary,unknown,29,may,689,2,unknown,no
41,blue-collar,married,primary,unknown,29,may,242,3,unknown,no
33,management,married,tertiary,unknown,29,may,122,10,unknown,no
32,admin.,married,secondary,unknown,29,may,665,1,unknown,no
35,blue-collar,married,secondary,unknown,29,may,97,1,unknown,no
39,technician,single,secondary,unknown,29,may,322,1,unknown,no
45,admin.,married,secondary,unknown,29,may,144,1,unknown,no
39,blue-collar,married,primary,unknown,29,may,376,1,unknown,no
41,admin.,single,secondary,unknown,29,may,480,10,unknown,no
52,blue-collar,married,secondary,unknown,29,may,158,1,unknown,no
46,admin.,single,secondary,unknown,29,may,609,1,unknown,no
35,blue-collar,single,secondary,unknown,29,may,161,1,unknown,no
36,admin.,married,tertiary,unknown,29,may,116,1,unknown,no
35,admin.,divorced,secondary,unknown,29,may,76,1,unknown,no
53,management,divorced,tertiary,unknown,29,may,217,1,unknown,no
52,management,single,tertiary,unknown,29,may,112,1,unknown,no
41,services,married,secondary,unknown,29,may,607,2,unknown,no
56,management,married,secondary,unknown,29,may,726,1,unknown,no
37,blue-collar,married,secondary,unknown,29,may,148,4,unknown,no
35,management,married,secondary,unknown,29,may,135,4,unknown,no
33,blue-collar,single,primary,unknown,29,may,1059,2,unknown,yes
39,management,married,tertiary,unknown,29,may,184,2,unknown,no
40,blue-collar,married,secondary,unknown,29,may,245,3,unknown,no
53,services,married,secondary,unknown,29,may,253,2,unknown,no
34,admin.,married,secondary,unknown,29,may,293,2,unknown,no
35,management,married,secondary,unknown,29,may,246,2,unknown,no
46,unemployed,married,secondary,unknown,29,may,195,2,unknown,no
42,management,married,tertiary,unknown,29,may,221,2,unknown,no
42,management,married,tertiary,unknown,29,may,166,3,unknown,no
41,blue-collar,married,secondary,unknown,29,may,385,2,unknown,no
27,management,single,tertiary,unknown,29,may,789,3,unknown,yes
49,management,married,secondary,unknown,29,may,85,6,unknown,no
35,admin.,divorced,secondary,unknown,29,may,173,1,unknown,no
45,blue-collar,married,secondary,unknown,29,may,48,5,unknown,no
49,entrepreneur,married,primary,unknown,29,may,410,3,unknown,no
36,technician,married,primary,unknown,29,may,311,3,unknown,no
40,admin.,married,secondary,unknown,29,may,81,1,unknown,no
33,student,single,tertiary,unknown,29,may,558,13,unknown,no
48,blue-collar,married,primary,unknown,29,may,109,4,unknown,no
60,technician,divorced,tertiary,unknown,29,may,77,3,unknown,no
39,blue-collar,single,secondary,unknown,29,may,70,7,unknown,no
36,management,married,tertiary,unknown,29,may,229,4,unknown,no
38,technician,divorced,secondary,unknown,29,may,565,1,unknown,no
50,technician,married,unknown,unknown,29,may,145,2,unknown,no
30,admin.,married,secondary,unknown,29,may,792,3,unknown,yes
39,blue-collar,married,secondary,unknown,29,may,199,2,unknown,no
43,admin.,divorced,secondary,unknown,29,may,488,1,unknown,no
40,services,married,secondary,unknown,29,may,176,3,unknown,no
27,services,single,secondary,unknown,29,may,123,4,unknown,no
44,management,married,tertiary,unknown,29,may,88,2,unknown,no
32,blue-collar,single,secondary,unknown,29,may,768,4,unknown,no
42,blue-collar,married,unknown,unknown,29,may,105,3,unknown,no
55,management,married,tertiary,unknown,29,may,101,4,unknown,no
45,blue-collar,married,primary,unknown,29,may,33,2,unknown,no
51,management,divorced,secondary,unknown,29,may,122,2,unknown,no
37,management,married,tertiary,unknown,29,may,52,2,unknown,no
48,technician,married,secondary,unknown,29,may,150,4,unknown,no
34,management,divorced,tertiary,unknown,29,may,399,1,unknown,no
33,technician,married,tertiary,unknown,29,may,58,1,unknown,no
30,admin.,married,secondary,unknown,29,may,199,3,unknown,no
39,technician,married,secondary,unknown,29,may,260,1,unknown,no
33,blue-collar,single,unknown,unknown,29,may,241,4,unknown,no
24,student,single,secondary,unknown,29,may,399,5,unknown,no
41,unknown,single,secondary,unknown,29,may,40,2,unknown,no
35,admin.,divorced,secondary,unknown,29,may,167,1,unknown,no
28,technician,married,secondary,unknown,29,may,637,3,unknown,no
38,blue-collar,married,primary,unknown,29,may,107,2,unknown,no
50,management,divorced,tertiary,unknown,29,may,68,1,unknown,no
56,technician,married,primary,unknown,29,may,137,1,unknown,no
34,management,married,tertiary,unknown,29,may,182,1,unknown,no
41,entrepreneur,married,tertiary,unknown,29,may,553,1,unknown,no
34,admin.,single,secondary,unknown,29,may,310,3,unknown,no
51,blue-collar,married,primary,unknown,29,may,206,3,unknown,no
49,management,married,tertiary,unknown,29,may,119,2,unknown,no
30,blue-collar,married,primary,unknown,29,may,764,2,unknown,no
45,blue-collar,divorced,primary,unknown,29,may,833,2,unknown,yes
38,technician,married,secondary,unknown,29,may,126,2,unknown,no
50,management,married,tertiary,unknown,29,may,91,2,unknown,no
31,technician,married,secondary,unknown,29,may,251,4,unknown,no
41,blue-collar,married,primary,unknown,29,may,166,5,unknown,no
35,management,single,tertiary,unknown,29,may,188,6,unknown,no
50,admin.,married,primary,unknown,29,may,60,2,unknown,no
29,student,single,secondary,unknown,29,may,368,2,unknown,no
46,blue-collar,married,primary,unknown,29,may,414,2,unknown,no
42,entrepreneur,married,secondary,unknown,29,may,128,3,unknown,no
43,blue-collar,single,secondary,unknown,29,may,685,2,unknown,no
30,management,married,tertiary,unknown,29,may,512,5,unknown,no
38,blue-collar,married,primary,unknown,29,may,102,3,unknown,no
35,management,married,tertiary,unknown,29,may,1611,2,unknown,no
45,management,married,tertiary,unknown,29,may,44,15,unknown,no
41,housemaid,divorced,tertiary,unknown,29,may,162,2,unknown,no
52,technician,married,secondary,unknown,29,may,74,2,unknown,no
38,services,divorced,primary,unknown,29,may,118,3,unknown,no
40,housemaid,married,tertiary,unknown,29,may,725,3,unknown,no
31,blue-collar,married,primary,unknown,29,may,100,5,unknown,no
42,technician,married,secondary,unknown,29,may,124,3,unknown,no
36,services,married,secondary,unknown,29,may,752,2,unknown,no
36,management,single,tertiary,unknown,29,may,233,5,unknown,no
33,technician,married,secondary,unknown,29,may,241,3,unknown,no
39,blue-collar,divorced,secondary,unknown,29,may,430,1,unknown,no
37,management,married,tertiary,unknown,29,may,219,3,unknown,no
49,blue-collar,married,secondary,unknown,29,may,67,2,unknown,no
37,technician,married,tertiary,unknown,29,may,294,3,unknown,no
38,blue-collar,married,unknown,unknown,29,may,318,2,unknown,no
33,blue-collar,married,primary,unknown,29,may,428,1,unknown,no
35,blue-collar,married,secondary,unknown,29,may,1185,3,unknown,no
45,admin.,married,secondary,unknown,29,may,110,3,unknown,no
32,management,single,tertiary,unknown,29,may,323,3,unknown,no
55,retired,married,secondary,unknown,29,may,58,2,unknown,no
43,management,married,tertiary,unknown,29,may,386,2,unknown,no
40,blue-collar,married,secondary,unknown,29,may,218,2,unknown,no
34,technician,married,secondary,unknown,29,may,153,2,unknown,no
55,retired,divorced,primary,unknown,29,may,84,2,unknown,no
58,blue-collar,married,primary,unknown,29,may,130,2,unknown,no
37,admin.,married,secondary,unknown,29,may,113,2,unknown,no
45,blue-collar,married,secondary,unknown,29,may,744,6,unknown,no
28,services,single,secondary,unknown,29,may,76,4,unknown,no
25,blue-collar,single,secondary,unknown,29,may,187,3,unknown,no
39,management,single,secondary,unknown,29,may,587,4,unknown,no
46,blue-collar,married,primary,unknown,29,may,336,3,unknown,no
39,admin.,married,secondary,unknown,29,may,59,3,unknown,no
31,student,single,tertiary,unknown,29,may,72,12,unknown,no
47,admin.,married,secondary,unknown,29,may,216,2,unknown,no
54,blue-collar,divorced,secondary,unknown,29,may,273,2,unknown,no
29,blue-collar,single,secondary,unknown,29,may,198,3,unknown,no
38,blue-collar,single,secondary,unknown,29,may,347,2,unknown,no
29,technician,single,secondary,unknown,29,may,286,2,unknown,no
31,management,single,tertiary,unknown,29,may,668,2,unknown,no
36,management,single,tertiary,unknown,29,may,211,6,unknown,no
34,technician,divorced,secondary,unknown,29,may,175,3,unknown,no
54,management,married,tertiary,unknown,29,may,324,3,unknown,no
56,blue-collar,married,primary,unknown,29,may,228,3,unknown,no
31,management,single,tertiary,unknown,29,may,38,9,unknown,no
28,management,single,tertiary,unknown,29,may,128,2,unknown,no
58,management,married,tertiary,unknown,29,may,96,2,unknown,no
45,admin.,married,secondary,unknown,29,may,18,16,unknown,no
37,admin.,single,secondary,unknown,29,may,147,4,unknown,no
47,blue-collar,married,secondary,unknown,29,may,135,2,unknown,no
47,blue-collar,married,secondary,unknown,29,may,56,3,unknown,no
41,blue-collar,married,secondary,unknown,29,may,39,22,unknown,no
52,unemployed,married,secondary,unknown,29,may,144,5,unknown,no
42,technician,married,secondary,unknown,29,may,249,2,unknown,no
48,admin.,married,tertiary,unknown,29,may,286,3,unknown,no
32,technician,divorced,secondary,unknown,29,may,230,4,unknown,no
31,admin.,single,secondary,unknown,29,may,183,3,unknown,no
59,technician,married,primary,unknown,29,may,240,2,unknown,no
45,housemaid,married,secondary,unknown,29,may,238,3,unknown,no
38,blue-collar,married,primary,unknown,29,may,225,3,unknown,no
56,services,married,secondary,unknown,29,may,151,2,unknown,no
37,blue-collar,married,primary,unknown,29,may,194,2,unknown,no
29,management,married,tertiary,unknown,29,may,273,3,unknown,no
40,blue-collar,divorced,unknown,unknown,29,may,431,2,unknown,no
59,retired,married,secondary,unknown,29,may,57,2,unknown,no
29,blue-collar,single,secondary,unknown,29,may,814,2,unknown,yes
25,unemployed,married,secondary,unknown,29,may,859,2,unknown,no
51,blue-collar,married,primary,unknown,29,may,184,3,unknown,no
38,management,divorced,tertiary,unknown,29,may,1363,2,unknown,yes
42,blue-collar,married,secondary,unknown,29,may,313,2,unknown,no
32,blue-collar,married,secondary,unknown,29,may,142,7,unknown,no
31,services,single,secondary,unknown,29,may,442,3,unknown,no
34,blue-collar,married,primary,unknown,29,may,751,3,unknown,yes
43,technician,married,secondary,unknown,29,may,260,2,unknown,no
42,admin.,single,primary,unknown,29,may,164,3,unknown,no
30,blue-collar,married,secondary,unknown,29,may,238,2,unknown,no
53,blue-collar,married,primary,unknown,29,may,53,3,unknown,no
48,blue-collar,married,unknown,unknown,29,may,364,2,unknown,no
32,management,single,tertiary,unknown,29,may,35,24,unknown,no
29,blue-collar,single,secondary,unknown,29,may,106,4,unknown,no
27,technician,single,secondary,unknown,29,may,382,3,unknown,no
39,blue-collar,married,primary,unknown,29,may,191,5,unknown,no
40,blue-collar,married,secondary,unknown,29,may,483,2,unknown,no
40,management,married,secondary,unknown,29,may,253,3,unknown,no
46,blue-collar,married,secondary,unknown,29,may,328,2,unknown,no
34,services,married,secondary,unknown,29,may,82,2,unknown,no
58,technician,married,secondary,unknown,29,may,348,3,unknown,no
49,blue-collar,married,primary,unknown,29,may,155,2,unknown,no
30,blue-collar,married,secondary,unknown,29,may,1109,3,unknown,yes
44,blue-collar,single,primary,unknown,29,may,828,3,unknown,yes
53,blue-collar,married,secondary,unknown,29,may,134,4,unknown,no
30,services,divorced,secondary,unknown,29,may,96,5,unknown,no
30,blue-collar,single,secondary,unknown,29,may,197,9,unknown,no
37,management,married,tertiary,unknown,29,may,645,2,unknown,no
39,blue-collar,married,secondary,unknown,29,may,209,3,unknown,no
27,admin.,single,secondary,unknown,29,may,81,4,unknown,no
46,technician,married,secondary,unknown,29,may,201,3,unknown,no
32,blue-collar,married,secondary,unknown,29,may,69,3,unknown,no
47,services,married,secondary,unknown,29,may,42,3,unknown,no
56,technician,single,secondary,unknown,29,may,248,3,unknown,no
35,blue-collar,single,secondary,unknown,29,may,2260,2,unknown,no
58,self-employed,married,tertiary,unknown,29,may,54,22,unknown,no
30,blue-collar,single,secondary,unknown,29,may,91,7,unknown,no
40,blue-collar,married,secondary,unknown,29,may,660,2,unknown,no
34,blue-collar,married,primary,unknown,29,may,182,6,unknown,no
52,blue-collar,married,primary,unknown,29,may,30,2,unknown,no
28,services,married,secondary,unknown,29,may,101,23,unknown,no
44,services,divorced,secondary,unknown,29,may,54,15,unknown,no
38,management,single,tertiary,unknown,29,may,374,4,unknown,no
30,services,single,tertiary,unknown,29,may,447,4,unknown,no
36,blue-collar,married,primary,unknown,29,may,216,7,unknown,no
31,blue-collar,single,primary,unknown,29,may,76,4,unknown,no
42,blue-collar,married,primary,unknown,29,may,62,6,unknown,no
51,management,single,tertiary,unknown,29,may,86,4,unknown,no
44,blue-collar,married,secondary,unknown,29,may,23,15,unknown,no
58,blue-collar,married,secondary,unknown,29,may,516,4,unknown,no
32,management,single,tertiary,unknown,29,may,151,7,unknown,no
44,blue-collar,married,secondary,unknown,29,may,52,8,unknown,no
25,blue-collar,married,primary,unknown,29,may,95,3,unknown,no
46,entrepreneur,married,primary,unknown,29,may,52,3,unknown,no
54,blue-collar,married,unknown,unknown,29,may,421,3,unknown,no
46,management,married,tertiary,unknown,29,may,52,4,unknown,no
45,services,married,secondary,unknown,29,may,340,7,unknown,no
20,student,single,tertiary,unknown,29,may,139,2,unknown,no
26,services,divorced,secondary,unknown,30,may,288,3,unknown,no
36,technician,married,secondary,unknown,30,may,231,3,unknown,no
44,technician,married,secondary,unknown,30,may,203,2,unknown,no
40,blue-collar,married,primary,unknown,30,may,105,2,unknown,no
43,blue-collar,married,unknown,unknown,30,may,67,3,unknown,no
44,blue-collar,married,secondary,unknown,30,may,63,3,unknown,no
46,blue-collar,married,primary,unknown,30,may,311,4,unknown,no
49,admin.,married,secondary,unknown,30,may,50,2,unknown,no
24,student,single,secondary,unknown,30,may,86,3,unknown,no
33,blue-collar,married,primary,unknown,30,may,139,3,unknown,no
33,services,married,secondary,unknown,30,may,287,12,unknown,no
46,entrepreneur,married,primary,unknown,30,may,396,3,unknown,no
36,blue-collar,married,secondary,unknown,30,may,235,1,unknown,no
44,management,married,tertiary,unknown,30,may,43,1,unknown,no
36,management,married,secondary,unknown,30,may,233,1,unknown,no
40,services,divorced,secondary,unknown,30,may,177,1,unknown,no
37,blue-collar,married,primary,unknown,30,may,149,1,unknown,no
37,self-employed,divorced,tertiary,unknown,30,may,422,1,unknown,no
50,technician,married,tertiary,unknown,30,may,83,1,unknown,no
40,blue-collar,divorced,primary,unknown,30,may,324,1,unknown,no
38,blue-collar,married,primary,unknown,30,may,287,1,unknown,no
55,blue-collar,married,secondary,unknown,30,may,58,2,unknown,no
37,technician,married,secondary,unknown,30,may,226,1,unknown,no
52,management,married,secondary,unknown,30,may,153,1,unknown,no
60,self-employed,married,primary,unknown,30,may,151,3,unknown,no
38,housemaid,married,tertiary,unknown,30,may,31,1,unknown,no
33,management,single,tertiary,unknown,30,may,118,6,unknown,no
36,management,single,tertiary,unknown,30,may,917,1,unknown,yes
37,technician,single,secondary,unknown,30,may,171,1,unknown,no
26,services,single,secondary,unknown,30,may,62,3,unknown,no
38,entrepreneur,single,secondary,unknown,30,may,133,4,unknown,no
50,entrepreneur,married,primary,unknown,30,may,184,4,unknown,no
33,blue-collar,married,secondary,unknown,30,may,91,9,unknown,no
44,unemployed,divorced,primary,unknown,30,may,498,4,unknown,no
27,blue-collar,married,unknown,unknown,30,may,85,7,unknown,no
37,technician,single,secondary,unknown,30,may,224,2,unknown,no
25,student,single,secondary,unknown,30,may,242,3,unknown,no
34,blue-collar,single,secondary,unknown,30,may,192,6,unknown,no
44,services,single,secondary,unknown,30,may,207,4,unknown,no
40,technician,single,secondary,unknown,30,may,553,3,unknown,yes
43,admin.,married,secondary,unknown,30,may,711,1,unknown,no
35,services,married,secondary,unknown,30,may,147,9,unknown,no
55,management,divorced,primary,unknown,30,may,87,1,unknown,no
42,management,married,tertiary,unknown,30,may,199,2,unknown,no
55,admin.,single,secondary,unknown,30,may,34,2,unknown,no
30,blue-collar,single,secondary,unknown,30,may,65,7,unknown,no
53,management,married,tertiary,unknown,30,may,150,1,unknown,no
50,management,married,tertiary,unknown,30,may,57,1,unknown,no
55,technician,divorced,tertiary,unknown,30,may,234,1,unknown,no
35,blue-collar,single,primary,unknown,30,may,521,2,unknown,no
58,retired,married,secondary,unknown,30,may,555,1,unknown,no
56,services,divorced,unknown,unknown,30,may,86,1,unknown,no
42,blue-collar,divorced,secondary,unknown,30,may,204,4,unknown,no
38,management,divorced,tertiary,unknown,30,may,162,1,unknown,no
30,blue-collar,married,primary,unknown,30,may,648,5,unknown,no
35,entrepreneur,married,tertiary,unknown,30,may,659,1,unknown,no
28,blue-collar,divorced,primary,unknown,30,may,867,3,unknown,no
41,self-employed,single,tertiary,unknown,30,may,96,2,unknown,no
43,blue-collar,married,secondary,unknown,30,may,123,1,unknown,no
51,entrepreneur,married,tertiary,unknown,30,may,56,1,unknown,no
45,admin.,married,secondary,unknown,30,may,54,3,unknown,no
27,blue-collar,married,primary,unknown,30,may,152,4,unknown,no
39,blue-collar,married,primary,unknown,30,may,25,4,unknown,no
49,blue-collar,married,primary,unknown,30,may,139,2,unknown,no
32,services,single,secondary,unknown,30,may,120,6,unknown,no
39,self-employed,married,tertiary,unknown,30,may,491,1,unknown,no
43,blue-collar,single,primary,unknown,30,may,379,17,unknown,no
40,technician,married,secondary,unknown,30,may,289,2,unknown,no
35,blue-collar,divorced,secondary,unknown,30,may,574,1,unknown,no
45,blue-collar,married,unknown,unknown,30,may,343,3,unknown,no
26,technician,single,tertiary,unknown,30,may,98,2,unknown,no
52,management,divorced,tertiary,unknown,30,may,110,1,unknown,no
50,technician,married,secondary,unknown,30,may,319,1,unknown,no
42,management,married,secondary,unknown,30,may,108,1,unknown,no
38,technician,married,secondary,unknown,30,may,762,3,unknown,yes
35,management,married,tertiary,unknown,30,may,80,3,unknown,no
35,management,single,tertiary,unknown,30,may,449,1,unknown,no
39,management,married,secondary,unknown,30,may,306,1,unknown,no
32,blue-collar,married,secondary,unknown,30,may,198,1,unknown,no
40,blue-collar,married,secondary,unknown,30,may,135,2,unknown,no
42,unemployed,married,secondary,unknown,30,may,69,1,unknown,no
37,services,married,tertiary,unknown,30,may,55,1,unknown,no
40,management,married,tertiary,unknown,30,may,138,1,unknown,no
46,services,married,secondary,unknown,30,may,135,1,unknown,no
42,services,married,secondary,unknown,30,may,70,1,unknown,no
33,blue-collar,single,secondary,unknown,30,may,652,2,unknown,no
35,admin.,single,tertiary,unknown,30,may,327,1,unknown,no
55,blue-collar,married,primary,unknown,30,may,246,1,unknown,no
43,blue-collar,married,primary,unknown,30,may,295,1,unknown,no
52,technician,married,tertiary,unknown,30,may,255,1,unknown,no
60,blue-collar,married,secondary,unknown,30,may,523,1,unknown,no
49,technician,single,secondary,unknown,30,may,130,1,unknown,no
58,retired,married,secondary,unknown,30,may,103,5,unknown,no
29,admin.,married,secondary,unknown,30,may,205,2,unknown,no
37,management,married,tertiary,unknown,30,may,92,1,unknown,no
36,blue-collar,single,secondary,unknown,30,may,1133,2,unknown,yes
37,technician,single,secondary,unknown,30,may,107,1,unknown,no
45,housemaid,divorced,primary,unknown,30,may,65,1,unknown,no
51,admin.,married,secondary,unknown,30,may,556,1,unknown,no
40,management,married,tertiary,unknown,30,may,115,1,unknown,no
43,blue-collar,married,secondary,unknown,30,may,180,1,unknown,no
41,admin.,single,tertiary,unknown,30,may,87,1,unknown,no
35,technician,single,secondary,unknown,30,may,70,2,unknown,no
54,management,divorced,tertiary,unknown,30,may,132,1,unknown,no
36,management,married,tertiary,unknown,30,may,312,1,unknown,no
42,management,married,tertiary,unknown,30,may,283,1,unknown,no
29,management,married,tertiary,unknown,30,may,182,1,unknown,no
45,blue-collar,married,secondary,unknown,30,may,127,1,unknown,no
37,management,divorced,tertiary,unknown,30,may,126,1,unknown,no
36,services,married,secondary,unknown,30,may,91,2,unknown,no
45,blue-collar,married,secondary,unknown,30,may,78,1,unknown,no
38,management,married,tertiary,unknown,30,may,417,1,unknown,no
50,services,married,secondary,unknown,30,may,407,1,unknown,no
38,admin.,divorced,secondary,unknown,30,may,160,1,unknown,no
49,admin.,married,secondary,unknown,30,may,171,1,unknown,no
59,retired,married,secondary,unknown,30,may,210,1,unknown,no
37,management,divorced,secondary,unknown,30,may,638,1,unknown,yes
46,management,married,tertiary,unknown,30,may,135,3,unknown,no
37,blue-collar,married,secondary,unknown,30,may,461,1,unknown,no
35,management,single,tertiary,unknown,30,may,763,1,unknown,yes
48,admin.,divorced,secondary,unknown,30,may,171,1,unknown,no
48,technician,married,secondary,unknown,30,may,682,1,unknown,yes
28,admin.,married,secondary,unknown,30,may,68,2,unknown,no
38,management,single,tertiary,unknown,30,may,120,3,unknown,no
34,services,married,secondary,unknown,30,may,67,2,unknown,no
37,blue-collar,married,secondary,unknown,30,may,381,2,unknown,no
41,admin.,divorced,secondary,unknown,30,may,278,2,unknown,no
36,management,single,tertiary,unknown,30,may,126,1,unknown,no
42,technician,married,secondary,unknown,30,may,149,1,unknown,no
54,technician,divorced,secondary,unknown,30,may,95,1,unknown,no
37,management,single,secondary,unknown,30,may,197,1,unknown,no
34,management,married,tertiary,unknown,30,may,38,3,unknown,no
32,blue-collar,single,primary,unknown,30,may,61,2,unknown,no
31,blue-collar,married,unknown,unknown,30,may,176,4,unknown,no
27,services,single,secondary,unknown,30,may,275,2,unknown,no
33,blue-collar,married,primary,unknown,30,may,201,4,unknown,no
57,retired,single,tertiary,unknown,30,may,724,1,unknown,no
29,management,married,tertiary,unknown,30,may,143,4,unknown,no
32,services,married,secondary,unknown,30,may,197,3,unknown,no
51,management,divorced,tertiary,unknown,30,may,143,2,unknown,no
54,blue-collar,divorced,secondary,unknown,30,may,197,12,unknown,no
45,technician,married,secondary,unknown,30,may,536,2,unknown,no
35,management,single,tertiary,unknown,30,may,120,2,unknown,no
38,admin.,divorced,secondary,unknown,30,may,604,2,unknown,yes
43,admin.,divorced,tertiary,unknown,30,may,254,1,unknown,no
53,technician,married,secondary,unknown,30,may,121,1,unknown,no
36,blue-collar,married,primary,unknown,30,may,118,2,unknown,no
49,admin.,divorced,secondary,unknown,30,may,447,1,unknown,no
39,blue-collar,divorced,secondary,unknown,30,may,151,2,unknown,no
58,retired,married,primary,unknown,30,may,114,2,unknown,no
40,services,married,primary,unknown,30,may,854,2,unknown,yes
40,management,married,secondary,unknown,30,may,115,1,unknown,no
42,unemployed,divorced,secondary,unknown,30,may,855,2,unknown,yes
44,management,married,tertiary,unknown,30,may,274,1,unknown,no
37,services,married,secondary,unknown,30,may,43,2,unknown,no
53,technician,divorced,primary,unknown,30,may,153,1,unknown,no
38,technician,married,secondary,unknown,30,may,264,1,unknown,no
36,housemaid,married,secondary,unknown,30,may,251,1,unknown,no
46,management,divorced,tertiary,unknown,30,may,1269,1,unknown,yes
44,management,divorced,tertiary,unknown,30,may,119,1,unknown,no
32,admin.,married,secondary,unknown,30,may,104,3,unknown,no
50,blue-collar,married,primary,unknown,30,may,65,14,unknown,no
39,technician,single,tertiary,unknown,30,may,53,2,unknown,no
55,unemployed,single,primary,unknown,30,may,63,2,unknown,no
35,blue-collar,married,primary,unknown,30,may,199,3,unknown,no
55,management,married,secondary,unknown,30,may,75,1,unknown,no
36,blue-collar,married,primary,unknown,30,may,157,3,unknown,no
32,management,married,tertiary,unknown,30,may,565,2,unknown,no
50,technician,married,secondary,unknown,30,may,165,1,unknown,no
50,management,married,tertiary,unknown,30,may,150,1,unknown,no
40,management,single,tertiary,unknown,30,may,109,1,unknown,no
52,blue-collar,married,primary,unknown,30,may,60,1,unknown,no
40,admin.,divorced,secondary,unknown,30,may,385,2,unknown,no
55,services,married,unknown,unknown,30,may,868,1,unknown,no
59,retired,married,secondary,unknown,30,may,161,1,unknown,no
51,technician,married,secondary,unknown,30,may,448,1,unknown,no
51,management,married,secondary,unknown,30,may,137,1,unknown,no
36,unemployed,single,tertiary,unknown,30,may,155,1,unknown,no
40,admin.,married,secondary,unknown,30,may,633,1,unknown,no
37,self-employed,divorced,tertiary,unknown,30,may,510,1,unknown,no
51,blue-collar,married,secondary,unknown,30,may,309,1,unknown,no
58,self-employed,married,secondary,unknown,30,may,58,1,unknown,no
39,technician,married,tertiary,unknown,30,may,127,1,unknown,no
26,blue-collar,single,secondary,unknown,30,may,170,4,unknown,no
41,blue-collar,married,secondary,unknown,30,may,208,2,unknown,no
49,technician,married,primary,unknown,30,may,129,2,unknown,no
41,entrepreneur,married,primary,unknown,30,may,134,3,unknown,no
41,blue-collar,married,secondary,unknown,30,may,129,3,unknown,no
34,technician,married,secondary,unknown,30,may,184,2,unknown,no
49,technician,married,secondary,unknown,30,may,371,2,unknown,no
45,admin.,married,secondary,unknown,30,may,145,2,unknown,no
41,services,married,secondary,unknown,30,may,136,2,unknown,no
53,management,married,tertiary,unknown,30,may,63,2,unknown,no
42,blue-collar,married,secondary,unknown,30,may,143,1,unknown,no
51,management,married,tertiary,unknown,30,may,151,1,unknown,no
32,blue-collar,married,secondary,unknown,30,may,56,2,unknown,no
47,blue-collar,married,primary,unknown,30,may,35,1,unknown,no
41,admin.,married,secondary,unknown,30,may,298,3,unknown,no
44,technician,single,secondary,unknown,30,may,158,1,unknown,no
35,technician,single,tertiary,unknown,30,may,47,8,unknown,no
44,admin.,married,secondary,unknown,30,may,827,5,unknown,no
42,entrepreneur,married,tertiary,unknown,30,may,83,2,unknown,no
44,blue-collar,single,primary,unknown,30,may,570,2,unknown,no
28,blue-collar,single,primary,unknown,30,may,557,2,unknown,no
32,blue-collar,married,secondary,unknown,30,may,59,1,unknown,no
44,admin.,married,secondary,unknown,30,may,38,5,unknown,no
34,blue-collar,married,primary,unknown,30,may,170,1,unknown,no
37,technician,married,secondary,unknown,30,may,45,4,unknown,no
60,admin.,married,secondary,unknown,30,may,422,2,unknown,no
45,services,married,secondary,unknown,30,may,230,2,unknown,no
27,technician,married,secondary,unknown,30,may,141,9,unknown,no
